,id,friends_count,favorites_count,followers_count,friends_to_followers_ratio,is_bot,mentions_per_tweet,hashtags_per_tweet,urls_per_tweet,retweets_per_tweet,favorites_per_tweet,frequ_minutes_tweet
63,48364513,566,0,30,18.866666666666667,1,0.6159420289855072,0.07971014492753623,0.15942028985507245,527.6739130434783,36.65217391304348,7323.643055555551
64,48638750,368,0,60,6.133333333333334,1,0.01694915254237288,0.0,0.5508474576271186,0.01694915254237288,0.00847457627118644,8609.4201977401
65,50055682,562,0,11,51.09090909090909,1,0.061224489795918366,0.0,0.0,0.0,0.0,4039.6960884353666
66,50342870,585,0,6,97.5,1,0.0,0.0,0.0,0.0,0.0,0.0
67,50449844,475,3,27,17.59259259259259,1,0.1592356687898089,0.025477707006369428,0.9490445859872612,0.0,0.006369426751592357,3525.502866242033
68,50613517,563,0,6,93.83333333333333,1,0.0,0.0,0.0,0.0,0.0,
69,50660716,565,12,11,51.36363636363637,1,0.25,0.4444444444444444,0.08333333333333333,18863.13888888889,3761.277777777778,5239.780092592583
70,51184465,434,0,10,43.4,1,0.0,0.0,0.8888888888888888,0.0,0.0,103372.56574074073
71,52346698,565,0,4,141.25,1,0.0,0.0,1.0,0.0,0.0,1331.15625
72,53671214,334,0,2,167.0,1,0.0,0.0,0.0,0.0,0.0,
73,54047372,519,0,3,173.0,1,0.0,0.0,0.0,0.0,0.0,0.0
74,54244742,735,0,169,4.349112426035503,1,0.6690647482014388,0.07913669064748201,0.11510791366906475,25.62589928057554,0.8489208633093526,6013.178537170251
75,55197144,942,0,7,134.57142857142858,1,0.0,0.0,1.0,0.0,0.0,0.0
76,55398486,1034,1,14,73.85714285714286,1,0.34615384615384615,0.5384615384615384,0.34615384615384615,0.0,0.0,32502.113141025635
77,55639200,337,0,3,112.33333333333333,1,0.09090909090909091,0.0,0.0,0.0,0.0,32113.471969696966
78,55825155,373,0,12,31.083333333333332,1,0.5,0.0,0.0,0.0,0.0,52975.61180555555
79,55962452,394,0,15,26.266666666666666,1,0.0,0.0,0.0,0.0,0.058823529411764705,12915.291176470582
80,56163699,576,0,7,82.28571428571429,1,0.0,0.0,0.5,0.0,0.0,432046.42916666664
81,56232036,412,0,15,27.466666666666665,1,0.04201680672268908,0.865546218487395,0.04201680672268908,247.31932773109244,0.01680672268907563,8371.814355742283
82,56484656,593,0,31,19.129032258064516,1,0.8260869565217391,0.0,0.30434782608695654,1.2173913043478262,0.043478260869565216,32252.018115942017
83,57475867,979,0,12,81.58333333333333,1,0.07142857142857142,0.5238095238095238,0.7857142857142857,0.0,0.0,23825.1115079365
84,57697039,534,0,10,53.4,1,0.0,0.0,0.0,0.0,0.0,
85,57710065,449,0,6,74.83333333333333,1,0.8681318681318682,0.0,0.9560439560439561,871.4285714285714,0.25274725274725274,10911.079120879116
86,57757511,469,3,17,27.58823529411765,1,0.8461538461538461,0.46153846153846156,0.07692307692307693,168.0,2.3846153846153846,46827.1891025641
87,58384179,350,0,7,50.0,1,0.25,0.0,0.0,0.0,0.0,67040.71354166667
88,58524901,502,0,5,100.4,1,1.0,2.0,0.0,422.0,0.0,0.0
89,58954460,637,0,7,91.0,1,0.0,0.0,0.0,0.0,0.0,
90,59568791,305,0,6,50.833333333333336,1,0.0,0.0,0.9090909090909091,0.0,0.0,89229.53181818181
91,59989426,606,1,129,4.6976744186046515,1,0.3726369753284204,0.13969881448253765,0.021787888497276513,23.899391220762578,1.4043575776994552,182.18410231761666
92,60018650,326,0,11,29.636363636363637,1,0.23809523809523808,0.0,0.09523809523809523,0.0,0.0,42571.39682539681
93,60257479,547,11,10,54.7,1,0.16216216216216217,0.5405405405405406,0.08108108108108109,4289.135135135135,3656.810810810811,5098.243918918916
94,60346119,836,0,203,4.1182266009852215,1,0.10344827586206896,0.15763546798029557,0.03940886699507389,0.06403940886699508,0.0,4246.825
95,60375971,449,0,6,74.83333333333333,1,0.0,0.0,1.0,0.0,0.0,4230.607575757566
96,61858165,298,0,5,59.6,1,0.0,0.0,1.0,0.0,0.0,38757.083333333336
97,62204600,345,0,21,16.428571428571427,1,0.41304347826086957,0.13043478260869565,0.09782608695652174,4.456521739130435,0.021739130434782608,9093.6455615942
98,62969150,398,0,6,66.33333333333333,1,0.0,0.0,0.0,0.0,0.0,0.0
99,63417814,654,0,119,5.495798319327731,1,0.2777777777777778,0.1574074074074074,0.018518518518518517,83.62037037037037,0.37962962962962965,5766.690123456783
100,63471589,538,0,7,76.85714285714286,1,0.8333333333333334,0.9166666666666666,0.4166666666666667,0.0,0.0,77833.31180555555
101,63478699,550,0,8,68.75,1,0.0,0.0,0.0,0.0,0.0,0.0
102,64110707,545,0,28,19.464285714285715,1,0.45454545454545453,0.0,0.0,0.09090909090909091,0.0,86442.1696969697
103,64891773,453,0,17,26.647058823529413,1,0.6,0.0,0.0,0.0,0.0,61596.83833333333
104,64968114,644,0,7,92.0,1,1.0,0.5238095238095238,0.746031746031746,1516.3333333333333,0.6507936507936508,14825.995502645499
105,65319316,598,0,13,46.0,1,0.0,0.0,0.0,0.0,0.0,0.0
106,66618364,558,1,14,39.857142857142854,1,0.17647058823529413,0.0,0.0,0.0,0.0,29933.720098039215
107,66618584,583,0,3,194.33333333333334,1,0.0,0.0,1.0,0.0,0.0,31748.066666666666
108,66984417,965,2,114,8.464912280701755,1,0.10764872521246459,0.0016187778227438284,0.6738162687171185,0.01254552812626467,0.0016187778227438284,395.8705618508
109,67041122,577,0,8,72.125,1,0.0,0.0,1.0,0.0,0.0,0.0
110,67828913,578,0,2,289.0,1,0.0,0.0,0.0,0.0,0.0,0.0
111,67856562,473,26,8,59.125,1,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,41820.041666666664
112,67946273,528,0,8,66.0,1,0.6666666666666666,0.0,0.0,0.0,0.0,1698.2527777777666
113,68524294,573,0,6,95.5,1,0.1,0.0,0.8,0.0,0.0,94041.27166666667
114,69137598,576,1,3,192.0,1,0.0,0.0,0.0,0.0,0.0,6250.016666666666
115,69406812,636,1,17,37.411764705882355,1,0.3210633946830266,0.06748466257668712,0.5746421267893661,0.08384458077709611,0.006134969325153374,1852.0559645535
116,69412978,1101,15,176,6.255681818181818,1,0.3836734693877551,0.0163265306122449,0.2163265306122449,1.0448979591836736,0.02857142857142857,3945.5465306122333
117,69763238,360,0,1,360.0,1,0.0,0.0,0.0,0.0,0.0,20.3125
118,70277715,525,9,6,87.5,1,0.36,0.54,0.12,15428.54,2708.74,3772.7423333333336
119,70468385,379,0,43,8.813953488372093,1,0.01020408163265306,0.0,0.15306122448979592,0.0,0.0,9315.0150510204
120,72024595,266,0,3,88.66666666666667,1,0.029411764705882353,0.0,1.0,67.17647058823529,0.058823529411764705,11434.693872549016
121,72110028,104,1150,15,6.933333333333334,1,1.519179304192685,0.9545049063336307,0.7216770740410348,7730.938447814451,709.0133809099019,859.2943354148
122,72186699,791,0,131,6.038167938931298,1,0.010516689529035207,0.0004572473708276177,0.17924096936442616,0.025605852766346592,0.013260173754000914,439.7744131992
123,72348749,674,1,54,12.481481481481481,1,0.08823529411764706,0.47058823529411764,0.2867647058823529,1.2573529411764706,0.014705882352941176,6974.1612745098
124,72835654,501,0,101,4.96039603960396,1,0.8484500574052812,0.07462686567164178,0.003444316877152698,1.6406429391504018,0.4535017221584386,1102.4847780329
125,72849399,555,0,7,79.28571428571429,1,0.0,0.0,0.0,0.0,0.0,726.5625
126,72852291,616,0,10,61.6,1,0.0,0.0,0.0,0.0,0.0,
127,73473444,449,0,125,3.592,1,0.7602739726027398,0.03424657534246575,0.0958904109589041,0.3424657534246575,0.0273972602739726,6447.329794520533
128,73766975,204,0,23,8.869565217391305,1,0.8,0.044444444444444446,0.08888888888888889,101.06666666666666,4.466666666666667,20623.776296296284
129,75683534,444,0,26,17.076923076923077,1,0.0,0.0,0.6666666666666666,0.0,0.0,81885.25138888888
130,75807122,485,0,8,60.625,1,0.0,0.0,0.0,0.0,0.0,
131,75921800,957,0,11,87.0,1,0.5,0.0,0.0,0.0,0.0,3.6
132,76361849,547,9,47,11.638297872340425,1,0.40476190476190477,0.007936507936507936,0.0,1.3492063492063493,2.2222222222222223,5286.665939153433
133,77243796,387,0,8,48.375,1,0.375,0.0,0.1875,11.25,0.8125,28437.9140625
134,77293750,443,0,14,31.642857142857142,1,0.0,0.0,0.04,0.0,0.0,32545.269666666667
135,77334182,366,0,17,21.529411764705884,1,0.7142857142857143,0.14285714285714285,0.35714285714285715,5.5,0.0,60637.64166666667
136,77350242,483,1,18,26.833333333333332,1,0.05,0.05,0.0,0.0,0.0,41188.94375
137,77413855,580,43,12,48.333333333333336,1,0.43660418963616315,1.0804851157662625,0.2557883131201764,946.4851157662624,0.3715545755237045,233.7940003675
138,77443610,550,0,4,137.5,1,0.0,0.1875,1.0,0.0,0.0,211.796875
139,77668831,975,0,8,121.875,1,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,108064.24027777779
140,78468090,701,0,15,46.733333333333334,1,0.0,0.0,0.5,0.0,0.0,0.05416666666666667
141,79015296,652,0,9,72.44444444444444,1,1.0149253731343284,0.23880597014925373,0.7910447761194029,1838.9253731343283,3.1492537313432836,14119.976616915415
142,79749293,554,1,12,46.166666666666664,1,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,32793.307142857135
143,79860976,415,0,4,103.75,1,0.125,0.0,0.875,0.0,0.0,105300.84583333334
144,80194139,524,0,7,74.85714285714286,1,0.0,0.0,0.9310344827586207,0.0,0.0,31828.722126436784
145,82100136,495,1,22,22.5,1,0.35714285714285715,0.14285714285714285,0.047619047619047616,6.285714285714286,1.3095238095238095,5431.554166666667
146,82122078,696,0,12,58.0,1,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,273350.30833333335
147,82529943,728,19,68,10.705882352941176,1,0.2613168724279835,0.37448559670781895,0.047325102880658436,22.030864197530864,5.288065843621399,1903.7581104252333
148,82839114,590,0,6,98.33333333333333,1,0.0,0.0,0.0,0.0,0.0,
149,82885728,227,530,14,16.214285714285715,1,1.5757042253521127,0.9753521126760564,0.6338028169014085,7916.3239436619715,1462.0510563380283,286.20900821595
150,83293188,1045,217,198,5.277777777777778,1,0.6092648539778449,0.23967774420946628,0.28298086606243705,237.60322255790533,19.2527693856999,931.4131587781
151,83697927,588,0,26,22.615384615384617,1,0.07142857142857142,0.0,0.0,0.0,0.0,3.5488095238
152,83895093,612,0,4,153.0,1,0.10714285714285714,0.03571428571428571,0.9285714285714286,1044.642857142857,0.6785714285714286,32124.15476190475
153,84539426,336,1,3,112.0,1,1.0,0.125,0.25,93.875,6.875,63553.036458333336
154,87752806,593,0,3,197.66666666666666,1,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,163024.4111111111
155,88517573,450,3,57,7.894736842105263,1,0.06182795698924731,0.0,0.6586021505376344,0.0,0.002688172043010753,2418.603741039417
156,88563527,624,0,18,34.666666666666664,1,0.16470588235294117,0.023529411764705882,0.6941176470588235,0.011764705882352941,0.0,10745.56911764705
157,88697962,1015,0,5,203.0,1,0.0,2.2,1.0,0.0,0.0,561.925
158,88866261,427,0,8,53.375,1,0.0,0.0,0.0,0.0,0.0,
159,89225998,638,0,8,79.75,1,1.103896103896104,0.5714285714285714,0.7922077922077922,1840.8311688311687,7.0,6883.331493506484
160,89799649,505,0,1,505.0,1,0.0,0.0,0.0,0.0,0.0,
161,89963109,473,2,23,20.565217391304348,1,0.5,0.0,0.125,0.0,0.0,36843.1015625
162,91067394,595,11,5,119.0,1,0.5,0.6666666666666666,0.16666666666666666,56028.833333333336,11283.5,10697.3986111111
163,91350980,405,0,228,1.7763157894736843,1,0.36936936936936937,0.04504504504504504,0.009009009009009009,7.391891891891892,0.42792792792792794,2911.5224099099
164,91781300,736,14,490,1.5020408163265306,1,0.6976,0.0544,0.01536,44.88128,0.08576,156.03354666666667
165,92048929,301,0,4,75.25,1,0.0,0.0,0.6666666666666666,0.0,0.0,126364.66666666667
166,92525390,496,0,4,124.0,1,0.0,0.0,0.0,0.0,0.0,
167,92767071,392,1,13,30.153846153846153,1,0.9090909090909091,0.0,0.09090909090909091,0.0,0.0,35446.42575757575
168,93225500,565,0,6,94.16666666666667,1,0.0,0.0,2.0,0.0,0.0,1048.43055555555
169,94244578,671,0,6,111.83333333333333,1,1.1016949152542372,0.5932203389830508,0.864406779661017,2073.830508474576,0.5254237288135594,2754.2043785310666
170,94528740,1470,0,25,58.8,1,0.0,0.0,0.0,0.0,0.0,13730.740151515149
171,95439836,610,0,7,87.14285714285714,1,0.0,0.0,0.0,0.0,0.0,
172,95602959,582,0,68,8.558823529411764,1,0.7659574468085106,0.0425531914893617,0.0425531914893617,0.10638297872340426,0.0,18063.816666666666
173,95695519,498,3,8,62.25,1,1.0714285714285714,0.0,0.10714285714285714,0.10714285714285714,0.14285714285714285,15032.5806547619
174,95782748,616,0,4,154.0,1,0.19047619047619047,0.09523809523809523,0.9047619047619048,1291.7619047619048,82.42857142857143,4175.5821428571335
175,96123681,606,0,4,151.5,1,0.0,0.0,0.0,0.0,0.0,
176,96487747,935,8,67,13.955223880597014,1,0.8545034642032333,0.13163972286374134,0.009237875288683603,10.468822170900692,1.3833718244803694,2048.39705542725
177,96730829,939,0,11,85.36363636363636,1,0.0,0.0,0.0,0.0,0.0,7947.540104166666
178,96871607,936,0,9,104.0,1,0.0,0.0,0.5,0.0,0.0,301562.275
179,96882337,704,0,60,11.733333333333333,1,0.462952326249282,0.025847214244686962,0.002871912693854107,1.067777139574957,0.0017231476163124641,178.56991192799998
180,96917059,477,22,189,2.5238095238095237,1,1.0899159663865545,0.030252100840336135,0.0058823529411764705,78.4109243697479,0.4176470588235294,670.2311274509667
181,97275343,555,0,7,79.28571428571429,1,0.0,0.0,0.0,0.0,0.0,186407.00208333333
182,97859473,349,0,12,29.083333333333332,1,0.0,0.0,1.0,0.0,0.0,0.0
183,97904722,673,1,67,10.044776119402986,1,0.2974137931034483,0.0,0.034482758620689655,0.06896551724137931,0.004310344827586207,3358.6850933908
184,99268708,847,0,4,211.75,1,0.0,0.0,0.0,0.0,0.0,0.0
185,99469213,599,0,48,12.479166666666666,1,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,119035.64047619049
186,99624861,581,1,132,4.401515151515151,1,0.46710526315789475,0.09429824561403509,0.0021929824561403508,1.625,0.16666666666666666,1349.72770467835
187,100219528,436,5,8,54.5,1,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,81399.32777777778
188,100370448,365,0,6,60.833333333333336,1,0.0,0.2,0.4,0.0,0.0,102058.44166666667
189,101330413,546,2,53,10.30188679245283,1,0.5174765558397272,0.39727195225916456,0.015345268542199489,51.43307757885763,0.12617220801364024,743.44119778345
190,101399567,593,0,4,148.25,1,0.0,0.0,0.0,0.0,0.0,
191,101573373,413,0,7,59.0,1,0.9375,0.0,1.0,0.0,0.0,414.44453125
192,101892747,445,0,2,222.5,1,0.0,0.0,1.0,0.0,0.0,957.7583333333333
193,102336226,331,0,2,165.5,1,0.8676470588235294,0.8676470588235294,0.1323529411764706,0.0,0.0,8869.747181372533
194,102701930,599,0,24,24.958333333333332,1,0.4117647058823529,0.23529411764705882,0.5882352941176471,1.8235294117647058,0.058823529411764705,39098.28480392157
195,103159736,369,0,5,73.8,1,0.0,0.0,1.0,0.0,0.0,0.0
196,104657589,520,0,6,86.66666666666667,1,0.0,0.0,0.0,0.0,0.0,0.0
197,104850934,520,0,4,130.0,1,0.0,0.0,0.0,0.0,0.0,183.38333333333333
198,105510200,605,0,7,86.42857142857143,1,0.5,0.0,0.0,0.0,0.0,96147.96666666666
199,105696650,642,0,39,16.46153846153846,1,0.0,0.0,0.25,0.0,0.0,32712.880208333332
200,105748476,427,0,7,61.0,1,0.0,0.0,0.0,0.0,0.0,5.15
201,105790281,345,0,16,21.5625,1,0.125,0.0,1.0,0.0,0.0,54156.865625
202,106193762,430,0,12,35.833333333333336,1,0.29411764705882354,0.0,0.058823529411764705,0.17647058823529413,0.0,45995.35392156862
203,106595346,718,0,33,21.757575757575758,1,0.7483870967741936,0.03870967741935484,0.23870967741935484,0.2064516129032258,0.0064516129032258064,5591.377419354833
204,106622116,430,0,0,inf,1,0.0,0.0,1.0,0.0,0.0,4257.1236111111
205,107013897,455,2,13,35.0,1,0.5263157894736842,0.0,0.0,0.2631578947368421,0.0,29152.520175438585
206,107914508,1621,13,1167,1.389031705227078,1,0.5840049597024178,0.0356478611283323,0.29324240545567265,6.374457532548047,0.041537507749535026,267.94217038643336
207,108061353,1008,0,14,72.0,1,0.0,0.0,0.0,0.0,0.0,
208,108133351,575,0,3,191.66666666666666,1,0.18518518518518517,0.037037037037037035,0.8518518518518519,487.74074074074076,1.8518518518518519,30625.866975308632
209,108581391,620,0,2,310.0,1,0.8,0.1,0.7,4629.7,265.1,6302.884999999999
210,109066883,449,0,2,224.5,1,0.0,0.0,0.0,0.0,0.0,
211,109075883,393,0,9,43.666666666666664,1,0.0,2.4791666666666665,0.9166666666666666,0.0,0.0,16267.136979166668
212,109553706,451,30,31,14.548387096774194,1,0.10766721044045677,0.0766721044045677,0.47797716150081565,1044.7047308319738,220.9200652528548,1345.9253126699166
213,110120789,519,653,18,28.833333333333332,1,1.3196261682242991,0.9757009345794393,0.8168224299065421,8138.813084112149,976.0373831775701,433.43789719625
214,110875970,723,3,174,4.155172413793103,1,1.1637931034482758,0.04310344827586207,0.02586206896551724,76.04310344827586,8.620689655172415,7017.950646551717
215,110962110,506,0,6,84.33333333333333,1,0.0,0.0,0.0,0.0,0.0,
216,111198123,368,0,9,40.888888888888886,1,0.0,0.0,1.0,2267.0,2.0,0.0
217,112131340,608,0,4,152.0,1,0.14285714285714285,0.0,1.0,1398.4285714285713,0.0,14561.163095238084
218,112188483,481,0,11,43.72727272727273,1,0.6666666666666666,0.011904761904761904,0.023809523809523808,0.011904761904761904,0.0,7158.101091269834
219,112200531,335,3,6,55.833333333333336,1,0.8,0.0,0.5,2398.8,0.5,84511.89333333333
220,112540516,626,0,24,26.083333333333332,1,0.007462686567164179,0.0,0.0,0.0,0.0,2107.3357587064665
221,113856083,466,1,9,51.77777777777778,1,0.7555555555555555,0.06666666666666667,0.15555555555555556,488.35555555555555,102.73333333333333,8762.562407407398
222,113971880,285,3,57,5.0,1,0.7069408740359897,0.19023136246786632,0.02570694087403599,59.90745501285347,1.6143958868894601,2132.6493573264665
223,114099935,597,0,3,199.0,1,0.0,0.0,0.0,0.0,0.0,
224,115443974,425,0,10,42.5,1,0.1,0.0,0.4,0.0,0.0,62427.29083333334
225,116265574,586,0,13,45.07692307692308,1,0.0,0.0,0.0,0.0,0.0,
226,116397637,600,0,4,150.0,1,0.0,0.0,0.0,0.0,0.0,
227,118061444,558,0,6,93.0,1,0.0,0.0,1.0,0.0,0.0,0.0
228,118120588,577,12,3,192.33333333333334,1,0.05429864253393665,1.004524886877828,0.013574660633484163,3481.022624434389,0.02262443438914027,3629.8915158371
229,119227710,409,0,4,102.25,1,0.0,0.875,0.125,0.0,0.0,17221.638541666667
230,119926900,355,0,6,59.166666666666664,1,0.5,0.0,0.5,7.0,1.5,405187.925
231,120459203,397,12,6,66.16666666666667,1,0.3380614657210402,1.4397163120567376,0.03546099290780142,1784.628841607565,0.12056737588652482,513.3776595744667
232,120877377,429,1,11,39.0,1,0.42857142857142855,0.14285714285714285,0.42857142857142855,1070.0,0.42857142857142855,25145.036904761902
233,120957631,397,1,22,18.045454545454547,1,1.0,0.0,0.0,0.0,0.0,14527.667500000001
234,121102940,948,0,22,43.09090909090909,1,0.0,0.0,0.0,0.0,0.0,0.0
235,121197358,510,0,3,170.0,1,0.0,0.0,0.0,0.0,0.0,
236,121309790,551,0,19,29.0,1,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,93554.80416666667
237,121480993,570,0,59,9.661016949152541,1,0.8404669260700389,0.11284046692607004,0.10505836575875487,90.93774319066148,12.315175097276265,2777.4469520103667
238,121795261,459,0,6,76.5,1,0.9166666666666666,0.0,0.875,0.0,0.0,25648.003472222215
239,122075266,328,0,2,164.0,1,0.0,0.0,1.0,0.0,0.0,0.0
