,Unnamed: 0,favorites_count,favorites_per_tweet,followers_count,frequ_minutes_tweet,friends_count,friends_to_followers_ratio,hashtags_per_tweet,id,is_bot,mentions_per_tweet,retweets_per_tweet,urls_per_tweet
24,24,5,0.054982817869415807,57,8684.280297823583,110,1.9298245614035088,0.8797250859106529,14492555,0,0.6219931271477663,3.357388316151203,0.2646048109965636
25,25,1061,0.026746381371932037,616,250.88244703166663,647,1.050324675324675,0.500314663310258,14709812,0,1.0711139081183134,310.3735053492763,0.4263687853996224
26,26,6,0.026570803376055014,1132,335.7464572262,1096,0.9681978798586572,0.3716786495779931,14865840,0,0.32353860581431704,3.501406689590497,0.4607689903094717
27,27,89,0.05905205905205905,254,1968.5864931364836,276,1.0866141732283463,0.3776223776223776,14958182,0,0.4133644133644134,50.630147630147626,0.1383061383061383
28,28,5,0.03883495145631068,298,405.2942599216332,419,1.4060402684563758,0.4879918242207461,15016610,0,0.3382728666326009,28.65763924374042,0.2703117015840572
29,29,65,0.2464694014794889,6352,68.00232571171667,3873,0.6097292191435768,1.175521183591123,15271419,0,0.7390719569603228,3.0100874243443174,0.21923335574983188
30,30,0,0.18782722513089006,2065,72.53488219895,1125,0.5447941888619855,0.4806937172774869,15391421,0,0.925719895287958,0.986910994764398,0.2254581151832461
31,31,16,0.009575923392612859,85,3322.8536251709834,338,3.976470588235294,0.6046511627906976,15836275,0,0.8426812585499316,70.58960328317373,0.3269493844049248
32,32,1209,0.188039457459926,623,12.3367190711,323,0.5184590690208668,0.11498150431565968,15873303,0,1.0240443896424167,4.422318125770653,0.05147965474722565
33,33,38,0.05655526992287916,1265,93.85592330761665,323,0.2553359683794467,0.9913239074550128,16093829,0,0.2917737789203085,5.556233933161954,0.15359897172236506
34,34,284,0.001856665428889714,256,873.7315138012,873,3.41015625,0.3271444485703676,16591972,0,0.8600074266617156,18.053100631266247,0.4214630523579651
35,35,5,0.012150668286755772,43,2820.91093560145,109,2.5348837209302326,0.6354799513973268,16927266,0,0.6196840826245443,51.797083839611176,0.4009720534629405
36,36,0,0.0,79,5145.760897435884,259,3.2784810126582284,0.4095022624434389,17654864,0,0.5542986425339367,14.475113122171946,0.6266968325791855
37,37,116,0.034188034188034185,86,2829.1236942070173,131,1.5232558139534884,0.811965811965812,17852114,0,0.7492877492877493,33.56410256410256,0.301994301994302
38,38,6,0.002770083102493075,393,526.7983033240833,1047,2.66412213740458,0.13019390581717452,18173213,0,0.4743767313019391,0.7333795013850416,1.0062326869806095
39,39,219,0.01966473243068988,208,123.99115624328331,196,0.9423076923076924,1.303352675693101,18527544,0,0.9152159896840748,37.67633784655061,0.36428110896196
40,40,8,0.016634676903390915,555,184.27305395606663,755,1.3603603603603605,0.5607805502239284,18671285,0,0.7763915547024952,6.192898272552784,0.06333973128598848
41,41,19,0.008946322067594433,85,2198.193356527501,121,1.4235294117647062,0.15805168986083498,18735790,0,0.4403578528827038,66.76739562624255,0.22365805168986086
42,42,8,0.013368983957219251,300,1974.0443553178836,951,3.17,0.7611408199643493,18800245,0,0.5882352941176471,733.8573975044562,0.4777183600713013
43,43,106,0.0248403122782115,88,1553.4443695292166,267,3.0340909090909087,0.7310149041873669,19598248,0,1.0191625266146205,21.691980127750178,0.056068133427963095
44,44,22732,0.3097591105620753,1964,18.3158791435,2003,1.0198574338085542,0.3057442865966646,21102000,0,1.028721432983323,225.53983940704137,0.08338480543545397
45,45,550,0.2128463476070529,3813,145.93926847186668,1505,0.3947023341201154,0.2657430730478589,21770069,0,1.029596977329975,80.99401763224179,0.4955919395465994
46,46,13,0.009852216748768471,552,572.1936109867,1446,2.619565217391304,0.8311688311688312,22015750,0,0.93640841916704,12.572772055530677,0.12987012987012986
47,47,20,0.002165171667182184,279,564.30483555005,64,0.22939068100358426,0.3127126507887411,22136015,0,0.5787194556139809,3.40705227343025,0.0064955150015465505
48,48,1178,0.4612152553329024,2526,114.62741865976666,299,0.11836896278701504,0.39172592113768573,22203964,0,0.8655462184873951,274.24983839689725,0.19877181641887526
49,49,24,0.013157894736842105,100,3512.37790570175,259,2.59,0.3470394736842105,22508731,0,0.7565789473684209,8.6875,0.35526315789473684
50,50,0,0.0,126,2466.009785932717,407,3.2301587301587302,0.3730886850152905,22627606,0,0.14678899082568808,7.059633027522937,0.5718654434250765
51,51,117,0.036168132942326486,849,141.22823938306666,1846,2.1743227326266195,0.4607363962202672,22985259,0,0.9608993157380256,21.1524926686217,0.12968393613554904
52,52,181,0.03941541186891054,165,942.0723796870334,285,1.7272727272727273,0.6310894596988486,23748269,0,1.1098317094774135,426.4601417183348,0.11027457927369354
53,53,7,0.008029647930821495,87,403.8505456042666,174,2.0,0.3983940704138357,23847948,0,0.2405806053119209,2.9796170475602217,0.06392835083384805
54,54,6,0.04676258992805756,12,2153.58681055155,36,3.0,0.38129496402877705,24352106,0,0.8561151079136691,8.176258992805755,0.03237410071942446
55,55,24,0.01016260162601626,47,4305.4486111111,80,1.702127659574468,0.4857723577235773,24510304,0,0.25813008130081305,34.363821138211385,0.17479674796747968
56,56,15,0.0249003984063745,283,1943.9826859229665,268,0.9469964664310954,0.4940239043824701,25442408,0,0.6274900398406374,23.62051792828685,0.3625498007968128
57,57,0,0.015910430170889802,134,1196.1623747790168,257,1.917910447761194,0.6322922804949912,25911628,0,0.8438420742486741,636.4631703005304,0.4855627578078962
58,58,0,0.0,45,12804.132516339869,66,1.4666666666666666,0.0392156862745098,26232444,0,0.27450980392156865,35.3235294117647,0.0196078431372549
59,59,6,0.037037037037037035,35,8956.0914462081,178,5.085714285714285,0.6190476190476191,26771352,0,0.8148148148148148,15.333333333333336,0.07407407407407407
60,60,6,0.023103340618170463,179,381.52421688,154,0.8603351955307262,0.3949422416484546,27241975,0,0.7124570714954731,62.670933499843905,0.21292538245394946
61,61,71,0.015335463258785943,110,1340.9307667731498,295,2.6818181818181817,0.5718849840255591,27422705,0,0.4332268370607029,5.115015974440895,0.12587859424920128
62,62,11,0.12091898428053205,627,1161.42127166465,1089,1.7368421052631582,0.592503022974607,27636956,0,0.8452237001209191,8.089480048367593,0.061668681983071336
63,63,233,0.032224532224532226,69,1896.8245841995833,210,3.0434782608695654,0.4417879417879418,27887098,0,0.40540540540540543,66.20062370062371,0.04677754677754678
64,64,2620,0.03976205385097057,378,299.9110102275,239,0.6322751322751323,0.6499686912961803,28313453,0,0.771759549154665,34.12210394489668,0.3287413901064496
65,65,578,0.03383458646616541,1012,331.9726608187001,1449,1.431818181818182,0.5516917293233082,28342883,0,0.8768796992481203,15.552631578947368,0.27286967418546365
66,66,88,0.0945945945945946,16,28020.84369369368,42,2.625,0.3108108108108108,28363979,0,0.8378378378378378,21.013513513513512,0.13513513513513514
67,67,2180,0.3364039576936199,463,74.34234618445,330,0.712742980561555,0.12146025247355853,28845598,0,0.6189013988399864,87.6086659843057,0.10337768679631523
68,68,294,0.048552754435107384,151,80.38674655046665,301,1.9933774834437088,0.26330532212885155,29500667,0,0.7559912854030502,9.0765639589169,0.09181450357920946
69,69,3,0.004223864836325236,69,2203.35887011615,318,4.608695652173913,0.2238648363252376,29510629,0,0.6884899683210137,1134.6261879619854,0.1235480464625132
70,70,1021,0.6804314329738058,2638,13.7941397021,1743,0.6607278241091736,0.8412942989214176,29646177,0,0.971648690292758,7.748844375963019,0.1016949152542373
71,71,25,0.010416666666666666,88,5376.532074652767,205,2.3295454545454546,0.5286458333333334,30062603,0,0.5651041666666666,35.276041666666664,0.13802083333333334
72,72,32,0.14679186228482002,1169,215.27815336461663,1642,1.4046193327630454,1.5708920187793427,31102741,0,0.707981220657277,2.2879499217527393,0.03411580594679186
73,73,10,0.00980392156862745,319,4031.96513071895,793,2.4858934169279,0.2352941176470588,31162918,0,0.4941176470588236,9.741176470588234,0.30980392156862746
74,74,304,0.02708731676226896,445,343.9483163373667,489,1.0988764044943822,0.15583173996175909,32025215,0,0.6787762906309751,3.5704270235818987,0.03154875717017208
75,75,181,0.01692209450830141,362,74.07236057896668,318,0.8784530386740331,0.42464878671775225,32130104,0,1.1417624521072798,28.032247765006385,0.5411877394636015
76,76,28,0.037900874635568516,262,5986.35685131195,1513,5.774809160305344,0.6064139941690962,32204918,0,0.641399416909621,11.294460641399414,0.08746355685131195
77,77,10,0.010416666666666666,232,1290.4353472222167,431,1.8577586206896552,0.42916666666666653,33950570,0,0.7354166666666667,556.69375,0.25833333333333336
78,78,15,0.02779064381658175,46,905.6934074417168,122,2.652173913043478,0.4659564613246874,34355343,0,0.6841130152848541,141.23112552107457,0.0666975451597962
79,79,16,0.037037037037037035,22,19098.40277777777,49,2.227272727272727,0.6018518518518519,34897604,0,0.6481481481481481,157.0,0.10185185185185183
80,80,5,0.03023758099352052,26,4449.848704103667,73,2.8076923076923075,0.9222462203023758,35737313,0,0.6241900647948164,11.198704103671709,0.3066954643628509
81,81,37,0.07083536883243771,49,790.1022716169998,20,0.4081632653061225,0.2999511480214949,36190135,0,0.7244748412310699,11.55788959452858,0.12603810454323403
82,82,4,0.017767906718489733,258,1098.5915232278335,191,0.7403100775193798,0.25930038867295946,36381609,0,0.6751804553026096,8.72459744586341,0.3986674069961133
83,83,80,0.054054054054054064,85,1332.7809459459336,460,5.411764705882354,0.7418918918918919,36727238,0,0.9189189189189191,1177.9040540540539,0.35405405405405405
84,84,2,0.1398929049531459,1161,63.05640339133333,194,0.16709732988802756,0.3149263721552878,37539436,0,1.0880187416331994,7.019745649263721,0.09203480589022757
85,85,3,0.010715411282697762,173,479.2941590503167,390,2.2543352601156066,0.42105263157894735,37733715,0,0.5701229120705956,18.479987393633785,0.441222817522849
86,86,4,0.11100687929956222,587,248.0492912236667,295,0.5025553662691652,0.3242651657285804,37889070,0,0.476547842401501,16.147904940587868,0.04784240150093809
87,87,8,0.04005085823267642,257,219.7779296461,473,1.8404669260700388,0.2520661157024793,37922072,0,0.41195168467895743,19.696122059758423,0.34265734265734266
88,88,9,0.1362397820163488,413,5587.465849227968,70,0.1694915254237288,0.8337874659400545,38002859,0,0.6757493188010899,17.237057220708447,0.11989100817438693
89,89,289,0.019926199261992617,149,567.4111685116834,463,3.1073825503355703,1.0435424354243543,38223194,0,0.8413284132841329,72.70479704797047,0.07011070110701106
90,90,13,0.06334841628959276,280,578.9455128205001,502,1.792857142857143,0.5893665158371041,38730407,0,0.8325791855203621,3.5735294117647056,0.10972850678733033
91,91,224,0.014469453376205787,125,519.5685798499334,549,4.3919999999999995,0.6157556270096463,38972677,0,0.8797427652733119,168.01672025723474,0.3157556270096463
92,92,8,0.014814814814814815,48,2158.0587654320834,112,2.333333333333333,0.3513227513227513,39721490,0,0.5248677248677248,42.155555555555566,0.43703703703703706
93,93,413,0.03302752293577982,231,25.90127420998333,433,1.8744588744588744,1.1669724770642202,39748948,0,0.14097859327217124,0.163302752293578,0.9984709480122324
94,94,16,0.02200825309491059,120,2784.883562585967,406,3.3833333333333333,0.609353507565337,41780152,0,0.3782668500687758,1.3878954607977991,0.42090784044016505
95,95,240,0.024464831804281342,46,6189.3605504587,115,2.5,0.4954128440366973,41785738,0,0.8746177370030581,5.425076452599387,0.1437308868501529
96,96,3819,0.4257425742574257,508,34.99667904290001,1153,2.2696850393700787,0.4347153465346535,42676920,0,0.9990717821782178,11.727413366336634,0.05074257425742575
97,97,166,0.10255591054313097,414,189.5037220447166,1196,2.888888888888889,1.0073482428115017,42754744,0,0.7514376996805112,27.004153354632592,0.22875399361022364
98,98,1,0.008368200836820083,191,2285.4649000464833,656,3.4345549738219896,0.9037656903765692,43069058,0,0.3054393305439331,26.094839609483962,0.5188284518828452
99,99,28,0.021611001964636545,46,3926.1236738703333,96,2.0869565217391304,0.5992141453831041,43870029,0,0.6719056974459725,469.05500982318273,0.1925343811394892
100,100,3266,0.17491441020852785,1707,44.4619566345,1376,0.8060925600468658,0.6688453159041394,43964510,0,1.2047930283224402,1.919701213818861,0.32337379396202925
101,101,1,0.00686106346483705,184,689.3727615780333,302,1.641304347826087,0.4638078902229846,44042861,0,0.5897084048027444,4.031217838765008,0.1293310463121784
102,102,1,0.08674463937621832,369,1957.0028589993494,202,0.5474254742547425,0.4161793372319688,44335261,0,1.2758284600389864,27.439571150097464,0.3762183235867446
103,103,216,0.07044334975369458,209,988.5377504105,168,0.8038277511961722,0.9379310344827586,44451302,0,1.1852216748768474,9.52807881773399,0.2852216748768473
104,104,23,0.007357645553422905,162,534.2872414160665,352,2.1728395061728394,0.3701215611004479,45100798,0,0.452975047984645,2.8864363403710813,0.045745361484325016
105,105,1058,0.30009407337723426,488,92.93703877913336,366,0.75,0.040765130134838505,45307775,0,0.5976795233615554,2.3436814048291,0.1348385073690812
106,106,918,0.0835178740904777,290,216.45913740376668,347,1.1965517241379309,0.6333438785194558,45529357,0,1.3789939892439105,5.338500474533376,0.378044922492882
107,107,90,0.03456,231,177.81586666666664,152,0.658008658008658,0.20224,45778279,0,0.7392,72.67328,0.43296
108,108,12,0.1231319038336582,685,97.13034979423334,688,1.0043795620437956,0.17413905133203378,46137662,0,0.4957764782326186,382.7569850552306,0.16991552956465236
109,109,103,0.03606766677306096,370,421.8612671560667,934,2.5243243243243243,0.8139163740823492,46334699,0,0.9135014363230132,16.476220874561125,0.3992977976380466
110,110,1,0.012658227848101266,23,4494.483860759484,227,9.869565217391305,0.4050632911392405,47612213,0,1.2848101265822784,80.73417721518987,0.5126582278481012
111,111,0,0.010331872260488416,272,348.37248486745005,336,1.2352941176470589,0.3941765810895429,48034707,0,0.5914214151534126,2.6211646837820908,0.1274264245460238
112,112,234,0.04716981132075472,105,826.87422431865,427,4.066666666666666,0.5157232704402516,48182327,0,0.9433962264150944,16.016981132075472,0.3918238993710692
113,113,0,0.007725321888412017,75,1704.7137482117166,138,1.84,0.08583690987124462,48652450,0,0.053218884120171665,31.732188841201715,0.7381974248927039
114,114,79,0.3088646967340591,501,20.73441161223333,697,1.3912175648702594,0.2842923794712286,48989220,0,0.6895800933125972,13.192846034214618,0.02021772939346812
115,115,8,0.03214285714285714,50,2887.015833333333,1273,25.46,0.8857142857142857,49044510,0,0.95,28.867857142857147,0.25
116,116,115,0.021753246753246757,245,94.53716450215,241,0.9836734693877552,0.7259740259740259,49319803,0,0.8051948051948052,23.817857142857147,0.3136363636363637
117,117,1,0.02809917355371901,87,3271.7625068870498,173,1.988505747126437,0.3074380165289256,49341424,0,1.0826446280991735,1364.2297520661157,0.12231404958677684
118,118,36,0.03759398496240601,111,842.8671888053334,768,6.918918918918918,0.5526315789473685,49934607,0,1.013784461152882,49.952380952380956,0.14912280701754385
119,119,19,0.00594732370433305,44,1680.01772868875,136,3.0909090909090913,0.3517417162276975,49977491,0,0.5327102803738317,46.979609175870856,0.4732370433305013
120,120,32,0.02618045815801777,74,341.0098955898333,345,4.662162162162162,0.2964001870032725,50571065,0,1.128564749883123,312.9990649836372,0.1898083216456288
121,121,1,0.08275862068965517,249,13459.101379310334,548,2.200803212851405,1.006896551724138,50585331,0,0.496551724137931,19.51724137931034,0.11724137931034485
122,122,53,0.01825168107588857,89,1899.3940762087666,237,2.662921348314607,0.3506243996157541,50589337,0,0.19980787704130645,12.03170028818444,0.7329490874159462
123,123,1,0.032520325203252036,23,3933.592953929534,152,6.608695652173912,0.4959349593495935,50598277,0,1.0,33.0650406504065,0.2601626016260163
124,124,9,0.014411027568922303,147,1226.2863617376668,405,2.7551020408163267,0.18358395989974935,50619779,0,0.5231829573934837,8.407894736842103,0.2700501253132832
125,125,12,0.10349854227405247,129,2880.2609329446004,380,2.9457364341085266,0.543731778425656,50972738,0,1.3833819241982508,14.880466472303207,0.09620991253644316
126,126,0,0.0,76,11009.185185185182,650,8.552631578947368,0.6111111111111112,51005435,0,1.3148148148148149,400.0740740740741,0.2962962962962963
127,127,11,0.010889292196007259,80,3545.2981246218837,290,3.625,0.3811252268602541,51015996,0,0.6751361161524501,33.94736842105263,0.3774954627949184
128,128,98,0.04807992507024664,116,95.83663232385,160,1.3793103448275863,0.4886044333437402,51037293,0,1.0964720574461442,12.481735872619419,0.12363409303777707
129,129,4,0.012995451591942821,412,1117.9431557288167,1974,4.79126213592233,0.41195581546458737,51150318,0,1.3950617283950617,20.420402858999353,0.4600389863547758
130,130,342,0.06429780033840947,63,780.7353261891333,185,2.9365079365079363,0.5307388606880993,51738765,0,0.7704455724760293,35.266779469825146,0.23068245910885504
131,131,39,0.04184100418410042,45,8245.520641562049,99,2.2,0.6359832635983264,51780170,0,0.3347280334728033,29.953974895397486,0.4058577405857741
132,132,22,0.02368421052631579,99,2565.1817763157833,226,2.2828282828282833,0.9263157894736842,52157135,0,0.3828947368421053,4.001315789473685,0.15657894736842104
133,133,95,0.10737179487179488,641,120.4679059829,1221,1.9048361934477376,0.475,53025684,0,0.9362179487179488,7.376923076923077,0.03717948717948718
134,134,4,0.004457652303120356,170,730.7377166914167,635,3.7352941176470584,0.4349925705794948,53027768,0,0.9208766716196136,63.01188707280832,0.2696879643387816
135,135,82,0.003441682600382409,57,749.43481198215,215,3.771929824561404,0.3254302103250478,53621838,0,0.8921606118546845,86.08298279158701,0.5755258126195029
136,136,26,0.02063882063882064,238,959.35036036035,590,2.4789915966386555,0.7479115479115479,54556442,0,0.7100737100737101,43.48894348894349,0.2265356265356265
137,137,124,0.07306590257879657,116,1564.0128701050498,112,0.9655172413793104,0.1489971346704871,54691030,0,0.4269340974212034,4.640401146131804,0.12464183381088825
138,138,71,0.036568213783403664,160,688.6166549460834,227,1.41875,0.4447960618846695,54864334,0,0.5594233473980309,12.89381153305204,0.2834036568213784
139,139,616,0.04112903225806452,83,1579.3094220429998,70,0.8433734939759037,0.4290322580645161,54867711,0,1.3798387096774194,22.779032258064518,0.2362903225806452
140,140,10,0.05284552845528456,333,7874.275338753384,1598,4.798798798798799,0.5162601626016261,54911584,0,0.8333333333333334,2.4065040650406506,0.15853658536585366
141,141,17,0.0275049115913556,139,3841.632252783233,454,3.2661870503597124,0.6168958742632613,55550359,0,0.793713163064833,55.379174852652255,0.2966601178781925
142,142,112,0.030944625407166124,120,1061.4078266377,146,1.2166666666666666,1.3843648208469057,55590832,0,0.5808903365906624,45.580890336590656,0.1992399565689468
143,143,520,0.18085438104147175,254,38.962301216083326,192,0.7559055118110236,0.5004677268475209,55819049,0,0.7745556594948549,14.111630807608357,0.16557530402245088
144,144,6698,0.11052303860523037,5027,36.242221876283324,5530,1.1000596777402027,0.9168742216687422,56326516,0,1.74439601494396,17.790161892901622,0.34028642590286423
145,145,966,0.2786417010472866,2812,194.56759758806663,1988,0.7069701280227596,0.7454776261504285,56345134,0,1.1409076483655982,20.778483021263085,0.5372897492859411
146,146,369,0.0220349967595593,100,89.02172175415001,162,1.62,0.6484121840570317,56466070,0,0.967595593000648,101.6600777705768,0.2757615035644848
147,147,46,0.0,54,7053.856329113916,187,3.462962962962963,0.5189873417721519,56662794,0,0.7974683544303798,10493.645569620254,0.18987341772151897
148,148,1,0.0183206106870229,65,248.3998473282333,281,4.323076923076924,0.6458015267175573,56706947,0,1.433587786259542,33.03511450381679,0.36641221374045796
149,149,3,0.011428571428571429,28,5564.012142857133,76,2.7142857142857144,0.21714285714285714,56966762,0,0.4971428571428572,18.877142857142857,0.36
150,150,127,0.016557325835676352,98,225.55398833696663,75,0.7653061224489796,0.6385504529834427,57365720,0,1.049047172758513,39.3552014995314,0.3836301155888785
151,151,87,0.043816034804226224,179,49.06922001241666,723,4.039106145251397,0.21845866998135488,57928664,0,1.0602858918582971,60.828775637041645,0.1603480422622747
152,152,4,0.005639097744360902,117,3637.7513157894655,552,4.717948717948718,0.8327067669172933,59083826,0,0.8402255639097744,1606.323308270677,0.481203007518797
153,153,4,0.004514672686230248,84,2461.139240030084,418,4.976190476190476,0.8623024830699775,59402800,0,0.5417607223476298,1906.532731376975,0.24379232505643345
154,154,14,0.032859399684044235,258,170.6223433385833,770,2.984496124031008,0.3636650868878357,60508255,0,0.8900473933649289,2.1308056872037917,0.5481832543443917
155,155,18,0.014435695538057744,148,75.17131452318334,104,0.7027027027027027,0.2076771653543307,61198155,0,0.7811679790026247,80.04757217847771,0.09973753280839896
156,156,0,0.047619047619047616,53,6845.317592592583,53,1.0,0.9444444444444444,61452320,0,0.4047619047619048,23.53968253968254,0.35714285714285715
157,157,6,0.026737967914438502,77,2534.793018419484,171,2.220779220779221,0.6007130124777184,61513445,0,0.7450980392156863,23.550802139037433,0.024955436720142603
158,158,1,0.04166666666666666,14,26641.30138888888,18,1.2857142857142858,0.75,61794519,0,0.8888888888888888,32.888888888888886,0.18055555555555555
159,159,55,0.052173913043478265,78,4518.798550724633,152,1.948717948717949,0.7608695652173914,62017536,0,0.8782608695652174,755.3652173913043,0.20434782608695654
160,160,2329,0.4392798690671031,1672,98.92640480086668,802,0.4796650717703349,0.23731587561374795,62364690,0,0.8952536824877251,4.999672667757773,0.16693944353518822
161,161,27,0.06779661016949153,62,11029.25988700565,183,2.9516129032258065,0.1016949152542373,63517006,0,0.7966101694915254,19.04237288135593,0.11016949152542373
162,162,97,0.027506654835847383,88,1698.1127624963,111,1.2613636363636365,0.3114463176574978,63822625,0,0.5102040816326531,247.0479148181012,0.22715173025732036
163,163,203,0.0509375,473,22.4265625,299,0.6321353065539113,0.1053125,64967572,0,0.9428125,29.159375,0.3396875
164,164,46,0.03247863247863248,46,3249.1484045584,105,2.282608695652174,0.4136752136752137,66092090,0,0.3076923076923077,33.71452991452991,0.11623931623931626
165,165,5,0.008860759493670886,126,299.9927162447167,199,1.5793650793650793,0.3196202531645569,67002064,0,1.0265822784810126,44.814240506329114,0.08259493670886077
166,166,20,0.0268163392578734,369,193.6552541315833,250,0.6775067750677507,0.6657312129716245,67006908,0,1.2709697536638602,7.044278141565327,0.30059245400686
167,167,1,0.0,4,14217.817045454534,12,3.0,0.7272727272727273,69654626,0,0.5,0.2272727272727273,0.1590909090909091
168,168,33,0.01911111111111111,150,836.4713407407332,536,3.5733333333333333,0.6048888888888889,69843045,0,1.0746666666666669,63.602222222222224,0.13333333333333333
169,169,1524,0.2419354838709677,444,5787.925161290316,620,1.3963963963963963,0.9225806451612903,69892452,0,0.5935483870967742,17.68064516129032,0.13870967741935486
170,170,34,0.01625507971241013,220,439.4716890695,282,1.2818181818181815,0.2432010003125977,70735118,0,0.6586433260393874,5.777430447014692,0.13816817755548608
171,171,19,0.024439918533604887,100,514.6848268839,164,1.64,0.8273930753564155,71295474,0,0.6985743380855397,26.37219959266802,0.1838085539714868
172,172,43,0.03687315634218289,63,2765.5552114060833,161,2.555555555555556,0.6710914454277286,71336448,0,0.6356932153392331,8.174041297935101,0.11356932153392332
173,173,13,0.007861635220125786,77,2120.9423742138333,227,2.948051948051948,0.9166666666666666,71366031,0,0.6509433962264151,48.602201257861644,0.4465408805031447
174,174,38,0.01646090534979424,207,771.6438545953332,356,1.7198067632850242,0.6168724279835391,71495570,0,0.6131687242798354,408.1358024691358,0.39012345679012345
175,175,97,0.014492753623188406,94,458.10795830155,338,3.595744680851064,0.5949656750572082,71522541,0,1.0900076277650648,886.2593440122045,0.2860411899313501
176,176,1609,0.004583651642475172,161,1432.1035905271167,546,3.391304347826087,0.5408708938120703,71582266,0,1.0733384262796029,44.1886936592819,0.4744079449961803
177,177,46,0.012683578104138851,96,1246.6681352914834,168,1.75,0.3758344459279039,72149178,0,0.5427236315086782,213.45861148197602,0.04672897196261682
178,178,42,0.009708737864077669,42,2075.2295711973998,275,6.547619047619048,0.7233009708737864,72314987,0,0.9441747572815534,11.769417475728154,0.12864077669902912
179,179,173,0.0927536231884058,64,441.47735909821677,262,4.09375,0.4169082125603865,72816504,0,1.4246376811594204,57.48357487922706,0.2144927536231884
180,180,6688,0.4159975293390982,563,30.268411570916662,774,1.3747779751332152,0.12353304508956145,72890647,0,0.9632489190858554,31.80142063001853,0.0592958616429895
